sample_id,amount_per_ml,time,group,type,mutation_type
14_2,4000000000,18,ev_pop_2,cfu,cas_mutation
14_2,667000000,18,ev_pop_2,pfu,cas_mutation
14_2,967000000,18,ev_pop_2,pfu,cas_mutation
14_2,767000000,18,ev_pop_2,pfu,cas_mutation
14_2,6330000000,18,ev_pop_2,cfu,cas_mutation
14_2,7000000000,18,ev_pop_2,cfu,cas_mutation
14_2,7000000000,18,ev_pop_2,cfu,cas_mutation
14_2,2330000000,18,ev_pop_2,pfu,cas_mutation
14_2,2000000000,18,ev_pop_2,pfu,cas_mutation
14_2,2000000000,18,ev_pop_2,pfu,cas_mutation
14_2,2670000000,late,ev_pop_2,cfu,cas_mutation
14_2,3330000000,late,ev_pop_2,cfu,cas_mutation
14_2,2670000000,late,ev_pop_2,cfu,cas_mutation
14_2,4000000000,late,ev_pop_2,pfu,cas_mutation
14_2,4000000000,late,ev_pop_2,pfu,cas_mutation
14_2,1670000000,late,ev_pop_2,pfu,cas_mutation
15_1,38888.88889,0,ev_pop_3,pfu,cas_mutation
15_1,5555.555556,0,ev_pop_3,pfu,cas_mutation
15_1,55555.55556,0,ev_pop_3,pfu,cas_mutation
15_1,NA,0,ev_pop_3,pfu,cas_mutation
15_1,133333.3333,0,ev_pop_3,cfu,cas_mutation
15_1,66666.66667,0,ev_pop_3,cfu,cas_mutation
15_1,40000,0,ev_pop_3,cfu,cas_mutation
15_1,140000,0,ev_pop_3,cfu,cas_mutation
15_1,80000,0,ev_pop_3,cfu,cas_mutation
15_1,96700,0,ev_pop_3,cfu,cas_mutation
15_1,73300,0,ev_pop_3,cfu,cas_mutation
15_1,66700,0,ev_pop_3,pfu,cas_mutation
15_1,43300,0,ev_pop_3,pfu,cas_mutation
15_1,43300,0,ev_pop_3,pfu,cas_mutation
15_1,233000,0,ev_pop_3,cfu,cas_mutation
15_1,167000,0,ev_pop_3,cfu,cas_mutation
15_1,100000,0,ev_pop_3,cfu,cas_mutation
15_1,53300,0,ev_pop_3,pfu,cas_mutation
15_1,50000,0,ev_pop_3,pfu,cas_mutation
15_1,53300,0,ev_pop_3,pfu,cas_mutation
15_1,53300,0,ev_pop_3,pfu,cas_mutation
15_1,50000,0,ev_pop_3,pfu,cas_mutation
15_1,53300,0,ev_pop_3,pfu,cas_mutation
15_1,70000,0,ev_pop_3,cfu,cas_mutation
15_1,80000,0,ev_pop_3,cfu,cas_mutation
15_1,70000,0,ev_pop_3,cfu,cas_mutation
15_1,46666.66667,0,ev_pop_3,pfu,cas_mutation
15_1,43333.33333,0,ev_pop_3,pfu,cas_mutation
15_1,36666.66667,0,ev_pop_3,pfu,cas_mutation
15_1,107777.7778,2,ev_pop_3,pfu,cas_mutation
15_1,54444.44444,2,ev_pop_3,pfu,cas_mutation
15_1,110000,2,ev_pop_3,pfu,cas_mutation
15_1,NA,2,ev_pop_3,pfu,cas_mutation
15_1,12222.22222,2,ev_pop_3,cfu,cas_mutation
15_1,222222.2222,2,ev_pop_3,cfu,cas_mutation
15_1,400000,2,ev_pop_3,cfu,cas_mutation
15_1,233333.3333,2,ev_pop_3,cfu,cas_mutation
15_1,500000,3,ev_pop_3,pfu,cas_mutation
15_1,888888.8889,3,ev_pop_3,pfu,cas_mutation
15_1,533333.3333,3,ev_pop_3,pfu,cas_mutation
15_1,NA,3,ev_pop_3,pfu,cas_mutation
15_1,NA,3,ev_pop_3,cfu,cas_mutation
15_1,1333333.333,3,ev_pop_3,cfu,cas_mutation
15_1,833333.3333,3,ev_pop_3,cfu,cas_mutation
15_1,33333.33333,3,ev_pop_3,cfu,cas_mutation
15_1,944444.4444,4,ev_pop_3,pfu,cas_mutation
15_1,5777777.778,4,ev_pop_3,pfu,cas_mutation
15_1,2444444.444,4,ev_pop_3,pfu,cas_mutation
15_1,1111111.111,4,ev_pop_3,pfu,cas_mutation
15_1,355555.5556,4,ev_pop_3,cfu,cas_mutation
15_1,4111111.111,4,ev_pop_3,cfu,cas_mutation
15_1,4666666.667,4,ev_pop_3,cfu,cas_mutation
15_1,NA,4,ev_pop_3,cfu,cas_mutation
15_1,4666666.667,5,ev_pop_3,pfu,cas_mutation
15_1,11111111.11,5,ev_pop_3,pfu,cas_mutation
15_1,32555555.56,5,ev_pop_3,pfu,cas_mutation
15_1,7777777.778,5,ev_pop_3,pfu,cas_mutation
15_1,7444444.444,5,ev_pop_3,cfu,cas_mutation
15_1,25555555.56,5,ev_pop_3,cfu,cas_mutation
15_1,43333333.33,5,ev_pop_3,cfu,cas_mutation
15_1,4111111.111,5,ev_pop_3,cfu,cas_mutation
15_1,34444444.44,6,ev_pop_3,pfu,cas_mutation
15_1,56666666.67,6,ev_pop_3,pfu,cas_mutation
15_1,28888888.89,6,ev_pop_3,pfu,cas_mutation
15_1,32222222.22,6,ev_pop_3,pfu,cas_mutation
15_1,76666666.67,6,ev_pop_3,cfu,cas_mutation
15_1,70000000,6,ev_pop_3,cfu,cas_mutation
15_1,87777777.78,6,ev_pop_3,cfu,cas_mutation
15_1,75555555.56,6,ev_pop_3,cfu,cas_mutation
15_1,61111111.11,7,ev_pop_3,pfu,cas_mutation
15_1,200000000,7,ev_pop_3,pfu,cas_mutation
15_1,211111111.1,7,ev_pop_3,pfu,cas_mutation
15_1,108888888.9,7,ev_pop_3,pfu,cas_mutation
15_1,244444444.4,7,ev_pop_3,cfu,cas_mutation
15_1,388888888.9,7,ev_pop_3,cfu,cas_mutation
15_1,455555555.6,7,ev_pop_3,cfu,cas_mutation
15_1,511111111.1,7,ev_pop_3,cfu,cas_mutation
15_1,3670000000,10,ev_pop_3,cfu,cas_mutation
15_1,5000000000,10,ev_pop_3,cfu,cas_mutation
15_1,4670000000,10,ev_pop_3,cfu,cas_mutation
15_1,2670000000,10,ev_pop_3,pfu,cas_mutation
15_1,2670000000,10,ev_pop_3,pfu,cas_mutation
15_1,667000000,10,ev_pop_3,pfu,cas_mutation
15_1,1670000000,10,ev_pop_3,cfu,cas_mutation
15_1,2330000000,10,ev_pop_3,cfu,cas_mutation
15_1,2000000000,10,ev_pop_3,cfu,cas_mutation
15_1,767000000,10,ev_pop_3,pfu,cas_mutation
15_1,800000000,10,ev_pop_3,pfu,cas_mutation
15_1,667000000,10,ev_pop_3,pfu,cas_mutation
15_1,4333333333,10,ev_pop_3,cfu,cas_mutation
15_1,3666666667,10,ev_pop_3,cfu,cas_mutation
15_1,3000000000,10,ev_pop_3,cfu,cas_mutation
15_1,666666666.7,10,ev_pop_3,pfu,cas_mutation
15_1,1333333333,10,ev_pop_3,pfu,cas_mutation
15_1,666666666.7,10,ev_pop_3,pfu,cas_mutation
15_1,3330000000,12,ev_pop_3,cfu,cas_mutation
15_1,6670000000,12,ev_pop_3,cfu,cas_mutation
15_1,4000000000,12,ev_pop_3,cfu,cas_mutation
15_1,2000000000,12,ev_pop_3,pfu,cas_mutation
15_1,1330000000,12,ev_pop_3,pfu,cas_mutation
15_1,1670000000,12,ev_pop_3,pfu,cas_mutation
15_1,2670000000,12,ev_pop_3,cfu,cas_mutation
15_1,3000000000,12,ev_pop_3,cfu,cas_mutation
15_1,2670000000,12,ev_pop_3,cfu,cas_mutation
15_1,1670000000,12,ev_pop_3,pfu,cas_mutation
15_1,2330000000,12,ev_pop_3,pfu,cas_mutation
15_1,2330000000,12,ev_pop_3,pfu,cas_mutation
15_1,4333333333,12,ev_pop_3,cfu,cas_mutation
15_1,2333333333,12,ev_pop_3,cfu,cas_mutation
15_1,3666666667,12,ev_pop_3,cfu,cas_mutation
15_1,2000000000,12,ev_pop_3,pfu,cas_mutation
15_1,666666666.7,12,ev_pop_3,pfu,cas_mutation
15_1,1333333333,12,ev_pop_3,pfu,cas_mutation
15_1,3670000000,15,ev_pop_3,cfu,cas_mutation
15_1,4000000000,15,ev_pop_3,cfu,cas_mutation
15_1,2000000000,15,ev_pop_3,cfu,cas_mutation
15_1,1330000000,15,ev_pop_3,pfu,cas_mutation
15_1,667000000,15,ev_pop_3,pfu,cas_mutation
15_1,NA,15,ev_pop_3,pfu,cas_mutation
15_1,4330000000,15,ev_pop_3,cfu,cas_mutation
15_1,3330000000,15,ev_pop_3,cfu,cas_mutation
15_1,4330000000,15,ev_pop_3,cfu,cas_mutation
15_1,1130000000,15,ev_pop_3,pfu,cas_mutation
15_1,1100000000,15,ev_pop_3,pfu,cas_mutation
15_1,967000000,15,ev_pop_3,pfu,cas_mutation
15_1,8666666667,15,ev_pop_3,cfu,cas_mutation
15_1,5000000000,15,ev_pop_3,cfu,cas_mutation
15_1,6666666667,15,ev_pop_3,cfu,cas_mutation
15_1,633333333.3,15,ev_pop_3,pfu,cas_mutation
15_1,566666666.7,15,ev_pop_3,pfu,cas_mutation
15_1,833333333.3,15,ev_pop_3,pfu,cas_mutation
15_1,1000000000,18,ev_pop_3,pfu,cas_mutation
15_1,1330000000,18,ev_pop_3,pfu,cas_mutation
15_1,1670000000,18,ev_pop_3,pfu,cas_mutation
15_1,5330000000,18,ev_pop_3,cfu,cas_mutation
15_1,5330000000,18,ev_pop_3,cfu,cas_mutation
15_1,7000000000,18,ev_pop_3,cfu,cas_mutation
15_1,NA,18,ev_pop_3,pfu,cas_mutation
15_1,667000000,18,ev_pop_3,pfu,cas_mutation
15_1,1330000000,18,ev_pop_3,pfu,cas_mutation
15_1,7670000000,18,ev_pop_3,cfu,cas_mutation
15_1,5670000000,18,ev_pop_3,cfu,cas_mutation
15_1,8330000000,18,ev_pop_3,cfu,cas_mutation
15_1,2330000000,18,ev_pop_3,pfu,cas_mutation
15_1,1330000000,18,ev_pop_3,pfu,cas_mutation
15_1,2000000000,18,ev_pop_3,pfu,cas_mutation
15_1,4666666667,18,ev_pop_3,cfu,cas_mutation
15_1,5333333333,18,ev_pop_3,cfu,cas_mutation
15_1,4666666667,18,ev_pop_3,cfu,cas_mutation
15_1,3670000000,late,ev_pop_3,cfu,cas_mutation
15_1,3000000000,late,ev_pop_3,cfu,cas_mutation
15_1,2330000000,late,ev_pop_3,cfu,cas_mutation
15_1,2670000000,late,ev_pop_3,pfu,cas_mutation
15_1,3000000000,late,ev_pop_3,pfu,cas_mutation
15_1,3000000000,late,ev_pop_3,pfu,cas_mutation
15_3,50000,0,ev_pop_3,pfu,cas_mutation
15_3,5555.555556,0,ev_pop_3,pfu,cas_mutation
15_3,44444.44444,0,ev_pop_3,pfu,cas_mutation
15_3,NA,0,ev_pop_3,pfu,cas_mutation
15_3,166666.6667,0,ev_pop_3,cfu,cas_mutation
15_3,70000,0,ev_pop_3,cfu,cas_mutation
15_3,56666.66667,0,ev_pop_3,cfu,cas_mutation
15_3,133333.3333,0,ev_pop_3,cfu,cas_mutation
15_3,103000,0,ev_pop_3,cfu,cas_mutation
15_3,83300,0,ev_pop_3,cfu,cas_mutation
15_3,53300,0,ev_pop_3,cfu,cas_mutation
15_3,36700,0,ev_pop_3,pfu,cas_mutation
15_3,40000,0,ev_pop_3,pfu,cas_mutation
15_3,46700,0,ev_pop_3,pfu,cas_mutation
15_3,33300,0,ev_pop_3,cfu,cas_mutation
15_3,33300,0,ev_pop_3,cfu,cas_mutation
15_3,133000,0,ev_pop_3,cfu,cas_mutation
15_3,40000,0,ev_pop_3,pfu,cas_mutation
15_3,30000,0,ev_pop_3,pfu,cas_mutation
15_3,26700,0,ev_pop_3,pfu,cas_mutation
15_3,40000,0,ev_pop_3,pfu,cas_mutation
15_3,30000,0,ev_pop_3,pfu,cas_mutation
15_3,26700,0,ev_pop_3,pfu,cas_mutation
15_3,93333.33333,0,ev_pop_3,cfu,cas_mutation
15_3,76666.66667,0,ev_pop_3,cfu,cas_mutation
15_3,66666.66667,0,ev_pop_3,cfu,cas_mutation
15_3,63333.33333,0,ev_pop_3,pfu,cas_mutation
15_3,76666.66667,0,ev_pop_3,pfu,cas_mutation
15_3,53333.33333,0,ev_pop_3,pfu,cas_mutation
15_3,127777.7778,2,ev_pop_3,pfu,cas_mutation
15_3,61111.11111,2,ev_pop_3,pfu,cas_mutation
15_3,83333.33333,2,ev_pop_3,pfu,cas_mutation
15_3,NA,2,ev_pop_3,pfu,cas_mutation
15_3,NA,2,ev_pop_3,cfu,cas_mutation
15_3,266666.6667,2,ev_pop_3,cfu,cas_mutation
15_3,344444.4444,2,ev_pop_3,cfu,cas_mutation
15_3,255555.5556,2,ev_pop_3,cfu,cas_mutation
15_3,655555.5556,3,ev_pop_3,pfu,cas_mutation
15_3,1088888.889,3,ev_pop_3,pfu,cas_mutation
15_3,700000,3,ev_pop_3,pfu,cas_mutation
15_3,300000,3,ev_pop_3,pfu,cas_mutation
15_3,NA,3,ev_pop_3,cfu,cas_mutation
15_3,2111111.111,3,ev_pop_3,cfu,cas_mutation
15_3,911111.1111,3,ev_pop_3,cfu,cas_mutation
15_3,122222.2222,3,ev_pop_3,cfu,cas_mutation
15_3,1044444.444,4,ev_pop_3,pfu,cas_mutation
15_3,6333333.333,4,ev_pop_3,pfu,cas_mutation
15_3,2777777.778,4,ev_pop_3,pfu,cas_mutation
15_3,NA,4,ev_pop_3,pfu,cas_mutation
15_3,55555.55556,4,ev_pop_3,cfu,cas_mutation
15_3,4222222.222,4,ev_pop_3,cfu,cas_mutation
15_3,5777777.778,4,ev_pop_3,cfu,cas_mutation
15_3,NA,4,ev_pop_3,cfu,cas_mutation
15_3,NA,5,ev_pop_3,pfu,cas_mutation
15_3,7777777.778,5,ev_pop_3,pfu,cas_mutation
15_3,35111111.11,5,ev_pop_3,pfu,cas_mutation
15_3,5555555.556,5,ev_pop_3,pfu,cas_mutation
15_3,4222222.222,5,ev_pop_3,cfu,cas_mutation
15_3,16666666.67,5,ev_pop_3,cfu,cas_mutation
15_3,42222222.22,5,ev_pop_3,cfu,cas_mutation
15_3,7555555.556,5,ev_pop_3,cfu,cas_mutation
15_3,15555555.56,6,ev_pop_3,pfu,cas_mutation
15_3,64444444.44,6,ev_pop_3,pfu,cas_mutation
15_3,50000000,6,ev_pop_3,pfu,cas_mutation
15_3,23333333.33,6,ev_pop_3,pfu,cas_mutation
15_3,72222222.22,6,ev_pop_3,cfu,cas_mutation
15_3,62222222.22,6,ev_pop_3,cfu,cas_mutation
15_3,84444444.44,6,ev_pop_3,cfu,cas_mutation
15_3,62222222.22,6,ev_pop_3,cfu,cas_mutation
15_3,65555555.56,7,ev_pop_3,pfu,cas_mutation
15_3,266666666.7,7,ev_pop_3,pfu,cas_mutation
15_3,255555555.6,7,ev_pop_3,pfu,cas_mutation
15_3,27777777.78,7,ev_pop_3,pfu,cas_mutation
15_3,NA,7,ev_pop_3,cfu,cas_mutation
15_3,388888888.9,7,ev_pop_3,cfu,cas_mutation
15_3,533333333.3,7,ev_pop_3,cfu,cas_mutation
15_3,455555555.6,7,ev_pop_3,cfu,cas_mutation
15_3,2330000000,10,ev_pop_3,cfu,cas_mutation
15_3,3000000000,10,ev_pop_3,cfu,cas_mutation
15_3,4330000000,10,ev_pop_3,cfu,cas_mutation
15_3,1670000000,10,ev_pop_3,pfu,cas_mutation
15_3,667000000,10,ev_pop_3,pfu,cas_mutation
15_3,1330000000,10,ev_pop_3,pfu,cas_mutation
15_3,3000000000,10,ev_pop_3,cfu,cas_mutation
15_3,3000000000,10,ev_pop_3,cfu,cas_mutation
15_3,2000000000,10,ev_pop_3,cfu,cas_mutation
15_3,600000000,10,ev_pop_3,pfu,cas_mutation
15_3,867000000,10,ev_pop_3,pfu,cas_mutation
15_3,533000000,10,ev_pop_3,pfu,cas_mutation
15_3,5000000000,10,ev_pop_3,cfu,cas_mutation
15_3,3000000000,10,ev_pop_3,cfu,cas_mutation
15_3,3666666667,10,ev_pop_3,cfu,cas_mutation
15_3,2000000000,10,ev_pop_3,pfu,cas_mutation
15_3,666666666.7,10,ev_pop_3,pfu,cas_mutation
15_3,1333333333,10,ev_pop_3,pfu,cas_mutation
15_3,3670000000,12,ev_pop_3,cfu,cas_mutation
15_3,2000000000,12,ev_pop_3,cfu,cas_mutation
15_3,3000000000,12,ev_pop_3,cfu,cas_mutation
15_3,1330000000,12,ev_pop_3,pfu,cas_mutation
15_3,333000000,12,ev_pop_3,pfu,cas_mutation
15_3,NA,12,ev_pop_3,pfu,cas_mutation
15_3,3330000000,12,ev_pop_3,cfu,cas_mutation
15_3,1330000000,12,ev_pop_3,cfu,cas_mutation
15_3,1670000000,12,ev_pop_3,cfu,cas_mutation
15_3,2330000000,12,ev_pop_3,pfu,cas_mutation
15_3,1670000000,12,ev_pop_3,pfu,cas_mutation
15_3,1670000000,12,ev_pop_3,pfu,cas_mutation
15_3,2333333333,12,ev_pop_3,cfu,cas_mutation
15_3,2000000000,12,ev_pop_3,cfu,cas_mutation
15_3,2666666667,12,ev_pop_3,cfu,cas_mutation
15_3,1000000000,12,ev_pop_3,pfu,cas_mutation
15_3,666666666.7,12,ev_pop_3,pfu,cas_mutation
15_3,1000000000,12,ev_pop_3,pfu,cas_mutation
15_3,3000000000,15,ev_pop_3,cfu,cas_mutation
15_3,5330000000,15,ev_pop_3,cfu,cas_mutation
15_3,4000000000,15,ev_pop_3,cfu,cas_mutation
15_3,1000000000,15,ev_pop_3,pfu,cas_mutation
15_3,667000000,15,ev_pop_3,pfu,cas_mutation
15_3,1000000000,15,ev_pop_3,pfu,cas_mutation
15_3,3000000000,15,ev_pop_3,cfu,cas_mutation
15_3,2670000000,15,ev_pop_3,cfu,cas_mutation
15_3,2330000000,15,ev_pop_3,cfu,cas_mutation
15_3,1670000000,15,ev_pop_3,pfu,cas_mutation
15_3,333000000,15,ev_pop_3,pfu,cas_mutation
15_3,1670000000,15,ev_pop_3,pfu,cas_mutation
15_3,2666666667,15,ev_pop_3,cfu,cas_mutation
15_3,2333333333,15,ev_pop_3,cfu,cas_mutation
15_3,2666666667,15,ev_pop_3,cfu,cas_mutation
15_3,2000000000,15,ev_pop_3,pfu,cas_mutation
15_3,333333333.3,15,ev_pop_3,pfu,cas_mutation
15_3,1333333333,15,ev_pop_3,pfu,cas_mutation
15_3,2670000000,18,ev_pop_3,pfu,cas_mutation
15_3,3000000000,18,ev_pop_3,pfu,cas_mutation
15_3,3330000000,18,ev_pop_3,pfu,cas_mutation
15_3,5670000000,18,ev_pop_3,cfu,cas_mutation
15_3,5330000000,18,ev_pop_3,cfu,cas_mutation
15_3,6330000000,18,ev_pop_3,cfu,cas_mutation
15_3,333000000,18,ev_pop_3,pfu,cas_mutation
15_3,NA,18,ev_pop_3,pfu,cas_mutation
15_3,NA,18,ev_pop_3,pfu,cas_mutation
15_3,5330000000,18,ev_pop_3,cfu,cas_mutation
15_3,4000000000,18,ev_pop_3,cfu,cas_mutation
15_3,5670000000,18,ev_pop_3,cfu,cas_mutation
15_3,1670000000,18,ev_pop_3,pfu,cas_mutation
15_3,1000000000,18,ev_pop_3,pfu,cas_mutation
15_3,3000000000,18,ev_pop_3,pfu,cas_mutation
15_3,6333333333,18,ev_pop_3,cfu,cas_mutation
15_3,5666666667,18,ev_pop_3,cfu,cas_mutation
15_3,6333333333,18,ev_pop_3,cfu,cas_mutation
15_3,4670000000,late,ev_pop_3,cfu,cas_mutation
15_3,4670000000,late,ev_pop_3,cfu,cas_mutation
15_3,3330000000,late,ev_pop_3,cfu,cas_mutation
15_3,4000000000,late,ev_pop_3,pfu,cas_mutation
15_3,5000000000,late,ev_pop_3,pfu,cas_mutation
15_3,3000000000,late,ev_pop_3,pfu,cas_mutation
15_6,63333.33333,0,ev_pop_3,pfu,cas_deletion
15_6,10000,0,ev_pop_3,pfu,cas_deletion
15_6,40000,0,ev_pop_3,pfu,cas_deletion
15_6,NA,0,ev_pop_3,pfu,cas_deletion
15_6,166666.6667,0,ev_pop_3,cfu,cas_deletion
15_6,68888.88889,0,ev_pop_3,cfu,cas_deletion
15_6,51111.11111,0,ev_pop_3,cfu,cas_deletion
15_6,133333.3333,0,ev_pop_3,cfu,cas_deletion
15_6,83300,0,ev_pop_3,cfu,cas_deletion
15_6,73300,0,ev_pop_3,cfu,cas_deletion
15_6,60000,0,ev_pop_3,cfu,cas_deletion
15_6,56700,0,ev_pop_3,pfu,cas_deletion
15_6,50000,0,ev_pop_3,pfu,cas_deletion
15_6,63300,0,ev_pop_3,pfu,cas_deletion
15_6,167000,0,ev_pop_3,cfu,cas_deletion
15_6,100000,0,ev_pop_3,cfu,cas_deletion
15_6,66700,0,ev_pop_3,cfu,cas_deletion
15_6,46700,0,ev_pop_3,pfu,cas_deletion
15_6,30000,0,ev_pop_3,pfu,cas_deletion
15_6,20000,0,ev_pop_3,pfu,cas_deletion
15_6,46700,0,ev_pop_3,pfu,cas_deletion
15_6,30000,0,ev_pop_3,pfu,cas_deletion
15_6,20000,0,ev_pop_3,pfu,cas_deletion
15_6,93333.33333,0,ev_pop_3,cfu,cas_deletion
15_6,83333.33333,0,ev_pop_3,cfu,cas_deletion
15_6,90000,0,ev_pop_3,cfu,cas_deletion
15_6,56666.66667,0,ev_pop_3,pfu,cas_deletion
15_6,56666.66667,0,ev_pop_3,pfu,cas_deletion
15_6,46666.66667,0,ev_pop_3,pfu,cas_deletion
15_6,123333.3333,2,ev_pop_3,pfu,cas_deletion
15_6,57777.77778,2,ev_pop_3,pfu,cas_deletion
15_6,86666.66667,2,ev_pop_3,pfu,cas_deletion
15_6,NA,2,ev_pop_3,pfu,cas_deletion
15_6,NA,2,ev_pop_3,cfu,cas_deletion
15_6,433333.3333,2,ev_pop_3,cfu,cas_deletion
15_6,322222.2222,2,ev_pop_3,cfu,cas_deletion
15_6,255555.5556,2,ev_pop_3,cfu,cas_deletion
15_6,655555.5556,3,ev_pop_3,pfu,cas_deletion
15_6,1088888.889,3,ev_pop_3,pfu,cas_deletion
15_6,577777.7778,3,ev_pop_3,pfu,cas_deletion
15_6,255555.5556,3,ev_pop_3,pfu,cas_deletion
15_6,NA,3,ev_pop_3,cfu,cas_deletion
15_6,1555555.556,3,ev_pop_3,cfu,cas_deletion
15_6,877777.7778,3,ev_pop_3,cfu,cas_deletion
15_6,77777.77778,3,ev_pop_3,cfu,cas_deletion
15_6,977777.7778,4,ev_pop_3,pfu,cas_deletion
15_6,5333333.333,4,ev_pop_3,pfu,cas_deletion
15_6,2555555.556,4,ev_pop_3,pfu,cas_deletion
15_6,NA,4,ev_pop_3,pfu,cas_deletion
15_6,100000,4,ev_pop_3,cfu,cas_deletion
15_6,6111111.111,4,ev_pop_3,cfu,cas_deletion
15_6,6111111.111,4,ev_pop_3,cfu,cas_deletion
15_6,NA,4,ev_pop_3,cfu,cas_deletion
15_6,NA,5,ev_pop_3,pfu,cas_deletion
15_6,13333333.33,5,ev_pop_3,pfu,cas_deletion
15_6,30555555.56,5,ev_pop_3,pfu,cas_deletion
15_6,5500000,5,ev_pop_3,pfu,cas_deletion
15_6,6111111.111,5,ev_pop_3,cfu,cas_deletion
15_6,21111111.11,5,ev_pop_3,cfu,cas_deletion
15_6,53333333.33,5,ev_pop_3,cfu,cas_deletion
15_6,8222222.222,5,ev_pop_3,cfu,cas_deletion
15_6,33333333.33,6,ev_pop_3,pfu,cas_deletion
15_6,77777777.78,6,ev_pop_3,pfu,cas_deletion
15_6,21111111.11,6,ev_pop_3,pfu,cas_deletion
15_6,21111111.11,6,ev_pop_3,pfu,cas_deletion
15_6,102222222.2,6,ev_pop_3,cfu,cas_deletion
15_6,64444444.44,6,ev_pop_3,cfu,cas_deletion
15_6,85555555.56,6,ev_pop_3,cfu,cas_deletion
15_6,58888888.89,6,ev_pop_3,cfu,cas_deletion
15_6,68888888.89,7,ev_pop_3,pfu,cas_deletion
15_6,233333333.3,7,ev_pop_3,pfu,cas_deletion
15_6,166666666.7,7,ev_pop_3,pfu,cas_deletion
15_6,78888888.89,7,ev_pop_3,pfu,cas_deletion
15_6,NA,7,ev_pop_3,cfu,cas_deletion
15_6,388888888.9,7,ev_pop_3,cfu,cas_deletion
15_6,400000000,7,ev_pop_3,cfu,cas_deletion
15_6,433333333.3,7,ev_pop_3,cfu,cas_deletion
15_6,4330000000,10,ev_pop_3,cfu,cas_deletion
15_6,1670000000,10,ev_pop_3,cfu,cas_deletion
15_6,3670000000,10,ev_pop_3,cfu,cas_deletion
15_6,2330000000,10,ev_pop_3,pfu,cas_deletion
15_6,1330000000,10,ev_pop_3,pfu,cas_deletion
15_6,2330000000,10,ev_pop_3,pfu,cas_deletion
15_6,3670000000,10,ev_pop_3,cfu,cas_deletion
15_6,4330000000,10,ev_pop_3,cfu,cas_deletion
15_6,3330000000,10,ev_pop_3,cfu,cas_deletion
15_6,800000000,10,ev_pop_3,pfu,cas_deletion
15_6,767000000,10,ev_pop_3,pfu,cas_deletion
15_6,900000000,10,ev_pop_3,pfu,cas_deletion
15_6,3000000000,10,ev_pop_3,cfu,cas_deletion
15_6,2000000000,10,ev_pop_3,cfu,cas_deletion
15_6,2666666667,10,ev_pop_3,cfu,cas_deletion
15_6,666666666.7,10,ev_pop_3,pfu,cas_deletion
15_6,1666666667,10,ev_pop_3,pfu,cas_deletion
15_6,2333333333,10,ev_pop_3,pfu,cas_deletion
15_6,2000000000,12,ev_pop_3,cfu,cas_deletion
15_6,2670000000,12,ev_pop_3,cfu,cas_deletion
15_6,1000000000,12,ev_pop_3,cfu,cas_deletion
15_6,1330000000,12,ev_pop_3,pfu,cas_deletion
15_6,1670000000,12,ev_pop_3,pfu,cas_deletion
15_6,1330000000,12,ev_pop_3,pfu,cas_deletion
15_6,2000000000,12,ev_pop_3,cfu,cas_deletion
15_6,3670000000,12,ev_pop_3,cfu,cas_deletion
15_6,2000000000,12,ev_pop_3,cfu,cas_deletion
15_6,1670000000,12,ev_pop_3,pfu,cas_deletion
15_6,1670000000,12,ev_pop_3,pfu,cas_deletion
15_6,1330000000,12,ev_pop_3,pfu,cas_deletion
15_6,2666666667,12,ev_pop_3,cfu,cas_deletion
15_6,3000000000,12,ev_pop_3,cfu,cas_deletion
15_6,1666666667,12,ev_pop_3,cfu,cas_deletion
15_6,1000000000,12,ev_pop_3,pfu,cas_deletion
15_6,2666666667,12,ev_pop_3,pfu,cas_deletion
15_6,2000000000,12,ev_pop_3,pfu,cas_deletion
15_6,5670000000,15,ev_pop_3,cfu,cas_deletion
15_6,4670000000,15,ev_pop_3,cfu,cas_deletion
15_6,3670000000,15,ev_pop_3,cfu,cas_deletion
15_6,NA,15,ev_pop_3,pfu,cas_deletion
15_6,1330000000,15,ev_pop_3,pfu,cas_deletion
15_6,1330000000,15,ev_pop_3,pfu,cas_deletion
15_6,1330000000,15,ev_pop_3,cfu,cas_deletion
15_6,1330000000,15,ev_pop_3,cfu,cas_deletion
15_6,2330000000,15,ev_pop_3,cfu,cas_deletion
15_6,1000000000,15,ev_pop_3,pfu,cas_deletion
15_6,NA,15,ev_pop_3,pfu,cas_deletion
15_6,NA,15,ev_pop_3,pfu,cas_deletion
15_6,4333333333,15,ev_pop_3,cfu,cas_deletion
15_6,4666666667,15,ev_pop_3,cfu,cas_deletion
15_6,5333333333,15,ev_pop_3,cfu,cas_deletion
15_6,2000000000,15,ev_pop_3,pfu,cas_deletion
15_6,666666666.7,15,ev_pop_3,pfu,cas_deletion
15_6,333333333.3,15,ev_pop_3,pfu,cas_deletion
15_6,1330000000,18,ev_pop_3,pfu,cas_deletion
15_6,2000000000,18,ev_pop_3,pfu,cas_deletion
15_6,3330000000,18,ev_pop_3,pfu,cas_deletion
15_6,6670000000,18,ev_pop_3,cfu,cas_deletion
15_6,5670000000,18,ev_pop_3,cfu,cas_deletion
15_6,7000000000,18,ev_pop_3,cfu,cas_deletion
15_6,1000000000,18,ev_pop_3,pfu,cas_deletion
15_6,1000000000,18,ev_pop_3,pfu,cas_deletion
15_6,333000000,18,ev_pop_3,pfu,cas_deletion
15_6,5000000000,18,ev_pop_3,cfu,cas_deletion
