sample_id,amount_per_ml,time,group,type,mutation_type
Lys2_1,76666.66667,0,anc_pop_2,pfu,ancestral
Lys2_1,70000,0,anc_pop_2,pfu,ancestral
Lys2_1,44444.44444,0,anc_pop_2,pfu,ancestral
Lys2_1,124444.4444,0,anc_pop_2,pfu,ancestral
Lys2_1,53333.33333,0,anc_pop_2,cfu,ancestral
Lys2_1,45555.55556,0,anc_pop_2,cfu,ancestral
Lys2_1,70000,0,anc_pop_2,cfu,ancestral
Lys2_1,60000,0,anc_pop_2,cfu,ancestral
Lys2_1,166666.6667,0,anc_pop_2,cfu,ancestral
Lys2_1,33333.33333,0,anc_pop_2,cfu,ancestral
Lys2_1,66666.66667,0,anc_pop_2,cfu,ancestral
Lys2_1,30000,0,anc_pop_2,pfu,ancestral
Lys2_1,56700,0,anc_pop_2,pfu,ancestral
Lys2_1,53300,0,anc_pop_2,pfu,ancestral
Lys2_1,100000,0,anc_pop_2,cfu,ancestral
Lys2_1,133000,0,anc_pop_2,cfu,ancestral
Lys2_1,100000,0,anc_pop_2,cfu,ancestral
Lys2_1,63300,0,anc_pop_2,pfu,ancestral
Lys2_1,43300,0,anc_pop_2,pfu,ancestral
Lys2_1,66700,0,anc_pop_2,pfu,ancestral
Lys2_1,63300,0,anc_pop_2,pfu,ancestral
Lys2_1,43300,0,anc_pop_2,pfu,ancestral
Lys2_1,66700,0,anc_pop_2,pfu,ancestral
Lys2_1,56666.66667,0,anc_pop_2,cfu,ancestral
Lys2_1,80000,0,anc_pop_2,cfu,ancestral
Lys2_1,36666.66667,0,anc_pop_2,cfu,ancestral
Lys2_1,60000,0,anc_pop_2,pfu,ancestral
Lys2_1,66666.66667,0,anc_pop_2,pfu,ancestral
Lys2_1,53333.33333,0,anc_pop_2,pfu,ancestral
Lys2_1,666666.6667,2,anc_pop_2,pfu,ancestral
Lys2_1,644444.4444,2,anc_pop_2,pfu,ancestral
Lys2_1,422222.2222,2,anc_pop_2,pfu,ancestral
Lys2_1,NA,2,anc_pop_2,pfu,ancestral
Lys2_1,NA,2,anc_pop_2,cfu,ancestral
Lys2_1,200000,2,anc_pop_2,cfu,ancestral
Lys2_1,177777.7778,2,anc_pop_2,cfu,ancestral
Lys2_1,95555.55556,2,anc_pop_2,cfu,ancestral
Lys2_1,788888.8889,3,anc_pop_2,pfu,ancestral
Lys2_1,1122222.222,3,anc_pop_2,pfu,ancestral
Lys2_1,1011111.111,3,anc_pop_2,pfu,ancestral
Lys2_1,1311111.111,3,anc_pop_2,pfu,ancestral
Lys2_1,NA,3,anc_pop_2,cfu,ancestral
Lys2_1,1000000,3,anc_pop_2,cfu,ancestral
Lys2_1,1333333.333,3,anc_pop_2,cfu,ancestral
Lys2_1,NA,3,anc_pop_2,cfu,ancestral
Lys2_1,1488888.889,4,anc_pop_2,pfu,ancestral
Lys2_1,5111111.111,4,anc_pop_2,pfu,ancestral
Lys2_1,6000000,4,anc_pop_2,pfu,ancestral
Lys2_1,3000000,4,anc_pop_2,pfu,ancestral
Lys2_1,100000,4,anc_pop_2,cfu,ancestral
Lys2_1,888888.8889,4,anc_pop_2,cfu,ancestral
Lys2_1,5166666.667,4,anc_pop_2,cfu,ancestral
Lys2_1,NA,4,anc_pop_2,cfu,ancestral
Lys2_1,25888888.89,5,anc_pop_2,pfu,ancestral
Lys2_1,41444444.44,5,anc_pop_2,pfu,ancestral
Lys2_1,21111111.11,5,anc_pop_2,pfu,ancestral
Lys2_1,5666666.667,5,anc_pop_2,pfu,ancestral
Lys2_1,3000000,5,anc_pop_2,cfu,ancestral
Lys2_1,4444444.444,5,anc_pop_2,cfu,ancestral
Lys2_1,16666666.67,5,anc_pop_2,cfu,ancestral
Lys2_1,3444444.444,5,anc_pop_2,cfu,ancestral
Lys2_1,30000000,6,anc_pop_2,pfu,ancestral
Lys2_1,42222222.22,6,anc_pop_2,pfu,ancestral
Lys2_1,55555555.56,6,anc_pop_2,pfu,ancestral
Lys2_1,26666666.67,6,anc_pop_2,pfu,ancestral
Lys2_1,46666666.67,6,anc_pop_2,cfu,ancestral
Lys2_1,63333333.33,6,anc_pop_2,cfu,ancestral
Lys2_1,48888888.89,6,anc_pop_2,cfu,ancestral
Lys2_1,55555555.56,6,anc_pop_2,cfu,ancestral
Lys2_1,67777777.78,7,anc_pop_2,pfu,ancestral
Lys2_1,333333333.3,7,anc_pop_2,pfu,ancestral
Lys2_1,344444444.4,7,anc_pop_2,pfu,ancestral
Lys2_1,75555555.56,7,anc_pop_2,pfu,ancestral
Lys2_1,233333333.3,7,anc_pop_2,cfu,ancestral
Lys2_1,255555555.6,7,anc_pop_2,cfu,ancestral
Lys2_1,322222222.2,7,anc_pop_2,cfu,ancestral
Lys2_1,211111111.1,7,anc_pop_2,cfu,ancestral
Lys2_1,1333333333,10,anc_pop_2,cfu,ancestral
Lys2_1,666666666.7,10,anc_pop_2,cfu,ancestral
Lys2_1,1333333333,10,anc_pop_2,cfu,ancestral
Lys2_1,7000000000,10,anc_pop_2,pfu,ancestral
Lys2_1,6670000000,10,anc_pop_2,pfu,ancestral
Lys2_1,7330000000,10,anc_pop_2,pfu,ancestral
Lys2_1,1000000000,10,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,10,anc_pop_2,cfu,ancestral
Lys2_1,2000000000,10,anc_pop_2,cfu,ancestral
Lys2_1,867000000,10,anc_pop_2,pfu,ancestral
Lys2_1,1100000000,10,anc_pop_2,pfu,ancestral
Lys2_1,900000000,10,anc_pop_2,pfu,ancestral
Lys2_1,2666666667,10,anc_pop_2,cfu,ancestral
Lys2_1,1333333333,10,anc_pop_2,cfu,ancestral
Lys2_1,2666666667,10,anc_pop_2,cfu,ancestral
Lys2_1,2000000000,10,anc_pop_2,pfu,ancestral
Lys2_1,1666666667,10,anc_pop_2,pfu,ancestral
Lys2_1,1666666667,10,anc_pop_2,pfu,ancestral
Lys2_1,3000000000,12,anc_pop_2,cfu,ancestral
Lys2_1,2333333333,12,anc_pop_2,cfu,ancestral
Lys2_1,NA,12,anc_pop_2,cfu,ancestral
Lys2_1,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_1,1670000000,12,anc_pop_2,pfu,ancestral
Lys2_1,1670000000,12,anc_pop_2,pfu,ancestral
Lys2_1,1670000000,12,anc_pop_2,cfu,ancestral
Lys2_1,2000000000,12,anc_pop_2,cfu,ancestral
Lys2_1,1670000000,12,anc_pop_2,cfu,ancestral
Lys2_1,1000000000,12,anc_pop_2,pfu,ancestral
Lys2_1,1000000000,12,anc_pop_2,pfu,ancestral
Lys2_1,1670000000,12,anc_pop_2,pfu,ancestral
Lys2_1,3666666667,12,anc_pop_2,cfu,ancestral
Lys2_1,2000000000,12,anc_pop_2,cfu,ancestral
Lys2_1,4333333333,12,anc_pop_2,cfu,ancestral
Lys2_1,666666666.7,12,anc_pop_2,pfu,ancestral
Lys2_1,2333333333,12,anc_pop_2,pfu,ancestral
Lys2_1,2666666667,12,anc_pop_2,pfu,ancestral
Lys2_1,NA,15,anc_pop_2,cfu,ancestral
Lys2_1,1333333333,15,anc_pop_2,cfu,ancestral
Lys2_1,1000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,4000000000,15,anc_pop_2,pfu,ancestral
Lys2_1,4670000000,15,anc_pop_2,pfu,ancestral
Lys2_1,6330000000,15,anc_pop_2,pfu,ancestral
Lys2_1,1000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,3670000000,15,anc_pop_2,pfu,ancestral
Lys2_1,4670000000,15,anc_pop_2,pfu,ancestral
Lys2_1,5670000000,15,anc_pop_2,pfu,ancestral
Lys2_1,3000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,2333333333,15,anc_pop_2,cfu,ancestral
Lys2_1,1000000000,15,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,15,anc_pop_2,pfu,ancestral
Lys2_1,4666666667,15,anc_pop_2,pfu,ancestral
Lys2_1,4666666667,15,anc_pop_2,pfu,ancestral
Lys2_1,3000000000,18,anc_pop_2,cfu,ancestral
Lys2_1,4666666667,18,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,18,anc_pop_2,cfu,ancestral
Lys2_1,5330000000,18,anc_pop_2,pfu,ancestral
Lys2_1,6000000000,18,anc_pop_2,pfu,ancestral
Lys2_1,5000000000,18,anc_pop_2,pfu,ancestral
Lys2_1,7330000000,18,anc_pop_2,cfu,ancestral
Lys2_1,8330000000,18,anc_pop_2,cfu,ancestral
Lys2_1,7000000000,18,anc_pop_2,cfu,ancestral
Lys2_1,30000000000,18,anc_pop_2,pfu,ancestral
Lys2_1,30000000000,18,anc_pop_2,pfu,ancestral
Lys2_1,36700000000,18,anc_pop_2,pfu,ancestral
Lys2_1,13300000000,18,anc_pop_2,pfu,ancestral
Lys2_1,6670000000,18,anc_pop_2,pfu,ancestral
Lys2_1,10000000000,18,anc_pop_2,pfu,ancestral
Lys2_1,2333333333,18,anc_pop_2,cfu,ancestral
Lys2_1,2333333333,18,anc_pop_2,cfu,ancestral
Lys2_1,3000000000,18,anc_pop_2,cfu,ancestral
Lys2_1,9000000000,late,anc_pop_2,cfu,ancestral
Lys2_1,7670000000,late,anc_pop_2,cfu,ancestral
Lys2_1,7000000000,late,anc_pop_2,cfu,ancestral
Lys2_1,NA,late,anc_pop_2,pfu,ancestral
Lys2_1,NA,late,anc_pop_2,pfu,ancestral
Lys2_1,NA,late,anc_pop_2,pfu,ancestral
Lys2_2,83333.33333,0,anc_pop_2,pfu,ancestral
Lys2_2,76666.66667,0,anc_pop_2,pfu,ancestral
Lys2_2,32222.22222,0,anc_pop_2,pfu,ancestral
Lys2_2,101111.1111,0,anc_pop_2,pfu,ancestral
Lys2_2,54444.44444,0,anc_pop_2,cfu,ancestral
Lys2_2,60000,0,anc_pop_2,cfu,ancestral
Lys2_2,55555.55556,0,anc_pop_2,cfu,ancestral
Lys2_2,54444.44444,0,anc_pop_2,cfu,ancestral
Lys2_2,100000,0,anc_pop_2,cfu,ancestral
Lys2_2,100000,0,anc_pop_2,cfu,ancestral
Lys2_2,66666.66667,0,anc_pop_2,cfu,ancestral
Lys2_2,16700,0,anc_pop_2,pfu,ancestral
Lys2_2,23300,0,anc_pop_2,pfu,ancestral
Lys2_2,20000,0,anc_pop_2,pfu,ancestral
Lys2_2,100000,0,anc_pop_2,cfu,ancestral
Lys2_2,0,0,anc_pop_2,cfu,ancestral
Lys2_2,66700,0,anc_pop_2,cfu,ancestral
Lys2_2,46700,0,anc_pop_2,pfu,ancestral
Lys2_2,76700,0,anc_pop_2,pfu,ancestral
Lys2_2,50000,0,anc_pop_2,pfu,ancestral
Lys2_2,46700,0,anc_pop_2,pfu,ancestral
Lys2_2,76700,0,anc_pop_2,pfu,ancestral
Lys2_2,50000,0,anc_pop_2,pfu,ancestral
Lys2_2,93333.33333,0,anc_pop_2,cfu,ancestral
Lys2_2,83333.33333,0,anc_pop_2,cfu,ancestral
Lys2_2,76666.66667,0,anc_pop_2,cfu,ancestral
Lys2_2,80000,0,anc_pop_2,pfu,ancestral
Lys2_2,83333.33333,0,anc_pop_2,pfu,ancestral
Lys2_2,53333.33333,0,anc_pop_2,pfu,ancestral
Lys2_2,755555.5556,2,anc_pop_2,pfu,ancestral
Lys2_2,733333.3333,2,anc_pop_2,pfu,ancestral
Lys2_2,388888.8889,2,anc_pop_2,pfu,ancestral
Lys2_2,NA,2,anc_pop_2,pfu,ancestral
Lys2_2,NA,2,anc_pop_2,cfu,ancestral
Lys2_2,133333.3333,2,anc_pop_2,cfu,ancestral
Lys2_2,288888.8889,2,anc_pop_2,cfu,ancestral
Lys2_2,83333.33333,2,anc_pop_2,cfu,ancestral
Lys2_2,911111.1111,3,anc_pop_2,pfu,ancestral
Lys2_2,800000,3,anc_pop_2,pfu,ancestral
Lys2_2,1044444.444,3,anc_pop_2,pfu,ancestral
Lys2_2,1550000,3,anc_pop_2,pfu,ancestral
Lys2_2,NA,3,anc_pop_2,cfu,ancestral
Lys2_2,700000,3,anc_pop_2,cfu,ancestral
Lys2_2,1000000,3,anc_pop_2,cfu,ancestral
Lys2_2,NA,3,anc_pop_2,cfu,ancestral
Lys2_2,1388888.889,4,anc_pop_2,pfu,ancestral
Lys2_2,3888888.889,4,anc_pop_2,pfu,ancestral
Lys2_2,6888888.889,4,anc_pop_2,pfu,ancestral
Lys2_2,3000000,4,anc_pop_2,pfu,ancestral
Lys2_2,188888.8889,4,anc_pop_2,cfu,ancestral
Lys2_2,888888.8889,4,anc_pop_2,cfu,ancestral
Lys2_2,5111111.111,4,anc_pop_2,cfu,ancestral
Lys2_2,NA,4,anc_pop_2,cfu,ancestral
Lys2_2,31777777.78,5,anc_pop_2,pfu,ancestral
Lys2_2,25111111.11,5,anc_pop_2,pfu,ancestral
Lys2_2,18888888.89,5,anc_pop_2,pfu,ancestral
Lys2_2,5333333.333,5,anc_pop_2,pfu,ancestral
Lys2_2,4000000,5,anc_pop_2,cfu,ancestral
Lys2_2,10000000,5,anc_pop_2,cfu,ancestral
Lys2_2,20000000,5,anc_pop_2,cfu,ancestral
Lys2_2,3666666.667,5,anc_pop_2,cfu,ancestral
Lys2_2,36666666.67,6,anc_pop_2,pfu,ancestral
Lys2_2,41111111.11,6,anc_pop_2,pfu,ancestral
Lys2_2,60000000,6,anc_pop_2,pfu,ancestral
Lys2_2,15555555.56,6,anc_pop_2,pfu,ancestral
Lys2_2,72222222.22,6,anc_pop_2,cfu,ancestral
Lys2_2,54444444.44,6,anc_pop_2,cfu,ancestral
Lys2_2,50000000,6,anc_pop_2,cfu,ancestral
Lys2_2,50000000,6,anc_pop_2,cfu,ancestral
Lys2_2,76666666.67,7,anc_pop_2,pfu,ancestral
Lys2_2,255555555.6,7,anc_pop_2,pfu,ancestral
Lys2_2,344444444.4,7,anc_pop_2,pfu,ancestral
Lys2_2,73333333.33,7,anc_pop_2,pfu,ancestral
Lys2_2,133333333.3,7,anc_pop_2,cfu,ancestral
Lys2_2,211111111.1,7,anc_pop_2,cfu,ancestral
Lys2_2,277777777.8,7,anc_pop_2,cfu,ancestral
Lys2_2,244444444.4,7,anc_pop_2,cfu,ancestral
Lys2_2,1000000000,10,anc_pop_2,cfu,ancestral
Lys2_2,2000000000,10,anc_pop_2,cfu,ancestral
Lys2_2,2333333333,10,anc_pop_2,cfu,ancestral
Lys2_2,7000000000,10,anc_pop_2,pfu,ancestral
Lys2_2,5670000000,10,anc_pop_2,pfu,ancestral
Lys2_2,6000000000,10,anc_pop_2,pfu,ancestral
Lys2_2,2670000000,10,anc_pop_2,cfu,ancestral
Lys2_2,3000000000,10,anc_pop_2,cfu,ancestral
Lys2_2,2000000000,10,anc_pop_2,cfu,ancestral
Lys2_2,900000000,10,anc_pop_2,pfu,ancestral
Lys2_2,967000000,10,anc_pop_2,pfu,ancestral
Lys2_2,800000000,10,anc_pop_2,pfu,ancestral
Lys2_2,1333333333,10,anc_pop_2,cfu,ancestral
Lys2_2,1000000000,10,anc_pop_2,cfu,ancestral
Lys2_2,1666666667,10,anc_pop_2,cfu,ancestral
Lys2_2,1000000000,10,anc_pop_2,pfu,ancestral
Lys2_2,2666666667,10,anc_pop_2,pfu,ancestral
Lys2_2,1333333333,10,anc_pop_2,pfu,ancestral
Lys2_2,2666666667,12,anc_pop_2,cfu,ancestral
Lys2_2,2666666667,12,anc_pop_2,cfu,ancestral
Lys2_2,3666666667,12,anc_pop_2,cfu,ancestral
Lys2_2,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_2,2330000000,12,anc_pop_2,pfu,ancestral
Lys2_2,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_2,2670000000,12,anc_pop_2,cfu,ancestral
Lys2_2,2670000000,12,anc_pop_2,cfu,ancestral
Lys2_2,3670000000,12,anc_pop_2,cfu,ancestral
Lys2_2,1330000000,12,anc_pop_2,pfu,ancestral
Lys2_2,1330000000,12,anc_pop_2,pfu,ancestral
Lys2_2,1330000000,12,anc_pop_2,pfu,ancestral
Lys2_2,4000000000,12,anc_pop_2,cfu,ancestral
Lys2_2,2000000000,12,anc_pop_2,cfu,ancestral
Lys2_2,3000000000,12,anc_pop_2,cfu,ancestral
Lys2_2,1666666667,12,anc_pop_2,pfu,ancestral
Lys2_2,3333333333,12,anc_pop_2,pfu,ancestral
Lys2_2,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_2,2666666667,15,anc_pop_2,cfu,ancestral
Lys2_2,2000000000,15,anc_pop_2,cfu,ancestral
Lys2_2,1666666667,15,anc_pop_2,cfu,ancestral
Lys2_2,3330000000,15,anc_pop_2,pfu,ancestral
Lys2_2,3670000000,15,anc_pop_2,pfu,ancestral
Lys2_2,3330000000,15,anc_pop_2,pfu,ancestral
Lys2_2,1330000000,15,anc_pop_2,cfu,ancestral
Lys2_2,1000000000,15,anc_pop_2,cfu,ancestral
Lys2_2,3330000000,15,anc_pop_2,cfu,ancestral
Lys2_2,5670000000,15,anc_pop_2,pfu,ancestral
Lys2_2,5000000000,15,anc_pop_2,pfu,ancestral
Lys2_2,8000000000,15,anc_pop_2,pfu,ancestral
Lys2_2,3000000000,15,anc_pop_2,cfu,ancestral
Lys2_2,4000000000,15,anc_pop_2,cfu,ancestral
Lys2_2,4333333333,15,anc_pop_2,cfu,ancestral
Lys2_2,4333333333,15,anc_pop_2,pfu,ancestral
Lys2_2,3666666667,15,anc_pop_2,pfu,ancestral
Lys2_2,5000000000,15,anc_pop_2,pfu,ancestral
Lys2_2,2333333333,18,anc_pop_2,cfu,ancestral
Lys2_2,3666666667,18,anc_pop_2,cfu,ancestral
Lys2_2,1666666667,18,anc_pop_2,cfu,ancestral
Lys2_2,5330000000,18,anc_pop_2,pfu,ancestral
Lys2_2,4330000000,18,anc_pop_2,pfu,ancestral
Lys2_2,7000000000,18,anc_pop_2,pfu,ancestral
Lys2_2,8670000000,18,anc_pop_2,cfu,ancestral
Lys2_2,8670000000,18,anc_pop_2,cfu,ancestral
Lys2_2,9670000000,18,anc_pop_2,cfu,ancestral
Lys2_2,56700000000,18,anc_pop_2,pfu,ancestral
Lys2_2,56700000000,18,anc_pop_2,pfu,ancestral
Lys2_2,50000000000,18,anc_pop_2,pfu,ancestral
Lys2_2,20000000000,18,anc_pop_2,pfu,ancestral
Lys2_2,30000000000,18,anc_pop_2,pfu,ancestral
Lys2_2,16700000000,18,anc_pop_2,pfu,ancestral
Lys2_2,4000000000,18,anc_pop_2,cfu,ancestral
Lys2_2,2666666667,18,anc_pop_2,cfu,ancestral
Lys2_2,2666666667,18,anc_pop_2,cfu,ancestral
Lys2_2,7330000000,late,anc_pop_2,cfu,ancestral
Lys2_2,8330000000,late,anc_pop_2,cfu,ancestral
Lys2_2,6330000000,late,anc_pop_2,cfu,ancestral
Lys2_2,NA,late,anc_pop_2,pfu,ancestral
Lys2_2,NA,late,anc_pop_2,pfu,ancestral
Lys2_2,NA,late,anc_pop_2,pfu,ancestral
Lys2_3,75555.55556,0,anc_pop_2,pfu,ancestral
Lys2_3,78888.88889,0,anc_pop_2,pfu,ancestral
Lys2_3,45555.55556,0,anc_pop_2,pfu,ancestral
Lys2_3,97777.77778,0,anc_pop_2,pfu,ancestral
Lys2_3,43333.33333,0,anc_pop_2,cfu,ancestral
Lys2_3,51111.11111,0,anc_pop_2,cfu,ancestral
Lys2_3,43333.33333,0,anc_pop_2,cfu,ancestral
Lys2_3,72222.22222,0,anc_pop_2,cfu,ancestral
Lys2_3,100000,0,anc_pop_2,cfu,ancestral
Lys2_3,66666.66667,0,anc_pop_2,cfu,ancestral
Lys2_3,100000,0,anc_pop_2,cfu,ancestral
Lys2_3,40000,0,anc_pop_2,pfu,ancestral
Lys2_3,53300,0,anc_pop_2,pfu,ancestral
Lys2_3,56700,0,anc_pop_2,pfu,ancestral
Lys2_3,133000,0,anc_pop_2,cfu,ancestral
Lys2_3,200000,0,anc_pop_2,cfu,ancestral
Lys2_3,66700,0,anc_pop_2,cfu,ancestral
Lys2_3,40000,0,anc_pop_2,pfu,ancestral
Lys2_3,66700,0,anc_pop_2,pfu,ancestral
Lys2_3,76700,0,anc_pop_2,pfu,ancestral
Lys2_3,40000,0,anc_pop_2,pfu,ancestral
Lys2_3,66700,0,anc_pop_2,pfu,ancestral
Lys2_3,76700,0,anc_pop_2,pfu,ancestral
Lys2_3,46666.66667,0,anc_pop_2,cfu,ancestral
Lys2_3,56666.66667,0,anc_pop_2,cfu,ancestral
Lys2_3,73333.33333,0,anc_pop_2,cfu,ancestral
Lys2_3,56666.66667,0,anc_pop_2,pfu,ancestral
Lys2_3,93333.33333,0,anc_pop_2,pfu,ancestral
Lys2_3,56666.66667,0,anc_pop_2,pfu,ancestral
Lys2_3,611111.1111,2,anc_pop_2,pfu,ancestral
Lys2_3,622222.2222,2,anc_pop_2,pfu,ancestral
Lys2_3,455555.5556,2,anc_pop_2,pfu,ancestral
Lys2_3,NA,2,anc_pop_2,pfu,ancestral
Lys2_3,NA,2,anc_pop_2,cfu,ancestral
Lys2_3,188888.8889,2,anc_pop_2,cfu,ancestral
Lys2_3,200000,2,anc_pop_2,cfu,ancestral
Lys2_3,101111.1111,2,anc_pop_2,cfu,ancestral
Lys2_3,822222.2222,3,anc_pop_2,pfu,ancestral
Lys2_3,877777.7778,3,anc_pop_2,pfu,ancestral
Lys2_3,1288888.889,3,anc_pop_2,pfu,ancestral
Lys2_3,1277777.778,3,anc_pop_2,pfu,ancestral
Lys2_3,NA,3,anc_pop_2,cfu,ancestral
Lys2_3,577777.7778,3,anc_pop_2,cfu,ancestral
Lys2_3,2222222.222,3,anc_pop_2,cfu,ancestral
Lys2_3,NA,3,anc_pop_2,cfu,ancestral
Lys2_3,1122222.222,4,anc_pop_2,pfu,ancestral
Lys2_3,4777777.778,4,anc_pop_2,pfu,ancestral
Lys2_3,6333333.333,4,anc_pop_2,pfu,ancestral
Lys2_3,3888888.889,4,anc_pop_2,pfu,ancestral
Lys2_3,244444.4444,4,anc_pop_2,cfu,ancestral
Lys2_3,2222222.222,4,anc_pop_2,cfu,ancestral
Lys2_3,5111111.111,4,anc_pop_2,cfu,ancestral
Lys2_3,NA,4,anc_pop_2,cfu,ancestral
Lys2_3,23000000,5,anc_pop_2,pfu,ancestral
Lys2_3,35333333.33,5,anc_pop_2,pfu,ancestral
Lys2_3,23333333.33,5,anc_pop_2,pfu,ancestral
Lys2_3,6222222.222,5,anc_pop_2,pfu,ancestral
Lys2_3,5000000,5,anc_pop_2,cfu,ancestral
Lys2_3,13333333.33,5,anc_pop_2,cfu,ancestral
Lys2_3,16666666.67,5,anc_pop_2,cfu,ancestral
Lys2_3,4888888.889,5,anc_pop_2,cfu,ancestral
Lys2_3,40000000,6,anc_pop_2,pfu,ancestral
Lys2_3,28888888.89,6,anc_pop_2,pfu,ancestral
Lys2_3,55555555.56,6,anc_pop_2,pfu,ancestral
Lys2_3,17777777.78,6,anc_pop_2,pfu,ancestral
Lys2_3,54444444.44,6,anc_pop_2,cfu,ancestral
Lys2_3,56666666.67,6,anc_pop_2,cfu,ancestral
Lys2_3,50000000,6,anc_pop_2,cfu,ancestral
Lys2_3,61111111.11,6,anc_pop_2,cfu,ancestral
Lys2_3,64444444.44,7,anc_pop_2,pfu,ancestral
Lys2_3,311111111.1,7,anc_pop_2,pfu,ancestral
Lys2_3,355555555.6,7,anc_pop_2,pfu,ancestral
Lys2_3,68888888.89,7,anc_pop_2,pfu,ancestral
Lys2_3,200000000,7,anc_pop_2,cfu,ancestral
Lys2_3,288888888.9,7,anc_pop_2,cfu,ancestral
Lys2_3,255555555.6,7,anc_pop_2,cfu,ancestral
Lys2_3,133333333.3,7,anc_pop_2,cfu,ancestral
Lys2_3,2000000000,10,anc_pop_2,cfu,ancestral
Lys2_3,1666666667,10,anc_pop_2,cfu,ancestral
Lys2_3,2333333333,10,anc_pop_2,cfu,ancestral
Lys2_3,6670000000,10,anc_pop_2,pfu,ancestral
Lys2_3,7670000000,10,anc_pop_2,pfu,ancestral
Lys2_3,6670000000,10,anc_pop_2,pfu,ancestral
Lys2_3,1330000000,10,anc_pop_2,cfu,ancestral
Lys2_3,3000000000,10,anc_pop_2,cfu,ancestral
Lys2_3,1670000000,10,anc_pop_2,cfu,ancestral
Lys2_3,1300000000,10,anc_pop_2,pfu,ancestral
Lys2_3,1070000000,10,anc_pop_2,pfu,ancestral
Lys2_3,867000000,10,anc_pop_2,pfu,ancestral
Lys2_3,3333333333,10,anc_pop_2,cfu,ancestral
Lys2_3,2666666667,10,anc_pop_2,cfu,ancestral
Lys2_3,2000000000,10,anc_pop_2,cfu,ancestral
Lys2_3,2666666667,10,anc_pop_2,pfu,ancestral
Lys2_3,2333333333,10,anc_pop_2,pfu,ancestral
Lys2_3,5000000000,10,anc_pop_2,pfu,ancestral
Lys2_3,2333333333,12,anc_pop_2,cfu,ancestral
Lys2_3,3000000000,12,anc_pop_2,cfu,ancestral
Lys2_3,3666666667,12,anc_pop_2,cfu,ancestral
Lys2_3,3330000000,12,anc_pop_2,pfu,ancestral
Lys2_3,2670000000,12,anc_pop_2,pfu,ancestral
Lys2_3,3330000000,12,anc_pop_2,pfu,ancestral
Lys2_3,2330000000,12,anc_pop_2,cfu,ancestral
Lys2_3,2000000000,12,anc_pop_2,cfu,ancestral
Lys2_3,1330000000,12,anc_pop_2,cfu,ancestral
Lys2_3,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_3,1000000000,12,anc_pop_2,pfu,ancestral
Lys2_3,1670000000,12,anc_pop_2,pfu,ancestral
Lys2_3,1333333333,12,anc_pop_2,cfu,ancestral
Lys2_3,1333333333,12,anc_pop_2,cfu,ancestral
Lys2_3,1000000000,12,anc_pop_2,cfu,ancestral
Lys2_3,2000000000,12,anc_pop_2,pfu,ancestral
Lys2_3,2666666667,12,anc_pop_2,pfu,ancestral
Lys2_3,1333333333,12,anc_pop_2,pfu,ancestral
Lys2_3,2333333333,15,anc_pop_2,cfu,ancestral
Lys2_3,666666666.7,15,anc_pop_2,cfu,ancestral
Lys2_3,1666666667,15,anc_pop_2,cfu,ancestral
Lys2_3,4330000000,15,anc_pop_2,pfu,ancestral
Lys2_3,4330000000,15,anc_pop_2,pfu,ancestral
Lys2_3,6330000000,15,anc_pop_2,pfu,ancestral
Lys2_3,1670000000,15,anc_pop_2,cfu,ancestral
Lys2_3,667000000,15,anc_pop_2,cfu,ancestral
Lys2_3,1330000000,15,anc_pop_2,cfu,ancestral
Lys2_3,2330000000,15,anc_pop_2,pfu,ancestral
Lys2_3,3330000000,15,anc_pop_2,pfu,ancestral
Lys2_3,3670000000,15,anc_pop_2,pfu,ancestral
Lys2_3,3333333333,15,anc_pop_2,cfu,ancestral
Lys2_3,2333333333,15,anc_pop_2,cfu,ancestral
Lys2_3,2333333333,15,anc_pop_2,cfu,ancestral
Lys2_3,4333333333,15,anc_pop_2,pfu,ancestral
Lys2_3,5333333333,15,anc_pop_2,pfu,ancestral
Lys2_3,6000000000,15,anc_pop_2,pfu,ancestral
Lys2_3,2666666667,18,anc_pop_2,cfu,ancestral
Lys2_3,1000000000,18,anc_pop_2,cfu,ancestral
Lys2_3,3000000000,18,anc_pop_2,cfu,ancestral
Lys2_3,4330000000,18,anc_pop_2,pfu,ancestral
Lys2_3,5330000000,18,anc_pop_2,pfu,ancestral
Lys2_3,5000000000,18,anc_pop_2,pfu,ancestral
Lys2_3,7670000000,18,anc_pop_2,cfu,ancestral
Lys2_3,7000000000,18,anc_pop_2,cfu,ancestral
Lys2_3,6670000000,18,anc_pop_2,cfu,ancestral
Lys2_3,73300000000,18,anc_pop_2,pfu,ancestral
