"","time","sample_id","group","type","mutation_type","gen_rearr","mean_amount","sd_amount"
"295",12,"13_4","ev_pop_1","cfu","large_deletion","DUP",3147407407.44444,868109020.568646
"296",12,"13_4","ev_pop_1","pfu","large_deletion","DUP",916291666.7125,426793003.605061
"297",12,"13_5","ev_pop_1","cfu","spacer_mutation","NO",3333703703.55556,912264344.737388
"298",12,"13_5","ev_pop_1","pfu","spacer_mutation","NO",2074111111.11111,794665478.256941
"299",12,"13_6","ev_pop_1","cfu","spacer_mutation","NO",2851851851.85556,973983959.419814
"300",12,"13_6","ev_pop_1","pfu","spacer_mutation","NO",1556703703.66667,851427403.526222
"301",12,"14_1","ev_pop_2","cfu","large_deletion","DEL",2038111111.11111,1072853490.04937
"302",12,"14_1","ev_pop_2","pfu","large_deletion","DEL",1236571428.57143,762093138.91476
"303",12,"14_2","ev_pop_2","cfu","cas_mutation","NO",3184444444.44444,1364964386.99981
"304",12,"14_2","ev_pop_2","pfu","cas_mutation","NO",1074111111.11111,465407736.410893
"305",12,"14_3","ev_pop_2","cfu","large_deletion","DUP",3.11e+09,849676408.993447
"306",12,"14_3","ev_pop_2","pfu","large_deletion","DUP",1221888888.88889,781845164.409879
"307",12,"14_4","ev_pop_2","cfu","spacer_deletion","NO",3295555555.55556,1408333333.33333
"308",12,"14_4","ev_pop_2","pfu","spacer_deletion","NO",1111111111.11111,833535008.929506
"309",12,"14_5","ev_pop_2","cfu","spacer_mutation","NO",3001111111.11111,667503641.271799
"310",12,"14_5","ev_pop_2","pfu","spacer_mutation","NO",1704444444.44444,904516460.755567
"311",12,"14_6","ev_pop_2","cfu","large_deletion","DUP",3295555555.55556,733946713.173223
"312",12,"14_6","ev_pop_2","pfu","large_deletion","DUP",722333333.333333,250983399.185418
"313",12,"15_1","ev_pop_3","cfu","cas_mutation","NO",3630370370.33333,1317477012.72731
"314",12,"15_1","ev_pop_3","pfu","cas_mutation","NO",1703333333.3,537891975.957973
"315",12,"15_2","ev_pop_3","cfu","spacer_deletion","NO",3417500000.125,1814537196.63609
"316",12,"15_2","ev_pop_3","pfu","spacer_deletion","NO",1630444444.44444,824468903.143108
"317",12,"15_3","ev_pop_3","cfu","cas_mutation","NO",2444444444.44444,782094765.517581
"318",12,"15_3","ev_pop_3","pfu","cas_mutation","NO",1249958333.3375,636033103.793685
"319",12,"15_4","ev_pop_3","cfu","large_deletion","DEL",2666296296.33333,1130759877.91944
"320",12,"15_4","ev_pop_3","pfu","large_deletion","DEL",1295518518.44444,587253189.54917
"321",12,"15_5","ev_pop_3","cfu","large_deletion","DEL",2924444444.44444,1187071560.18498
"322",12,"15_5","ev_pop_3","pfu","large_deletion","DEL",1072925925.96667,399887615.442595
"323",12,"15_6","ev_pop_3","cfu","cas_deletion","NO",2297037037.11111,790512218.678185
"324",12,"15_6","ev_pop_3","pfu","cas_deletion","NO",1629629629.66667,485190238.965763
"325",15,"13_1","ev_pop_1","cfu","spacer_deletion","NO",4185185185.22222,603487805.076907
"326",15,"13_1","ev_pop_1","pfu","spacer_deletion","NO",2195833333.3375,1693634909.39788
"327",15,"13_2","ev_pop_1","cfu","spacer_deletion","NO",4333333333.33333,623834468.807409
"328",15,"13_2","ev_pop_1","pfu","spacer_deletion","NO",1721851851.85556,1117682511.95181
"329",15,"13_3","ev_pop_1","cfu","large_deletion","DEL",4111851851.88889,1258674469.20886
"330",15,"13_3","ev_pop_1","pfu","large_deletion","DEL",1288750000,846160211.292145
"331",15,"13_4","ev_pop_1","cfu","large_deletion","DUP",4.26e+09,617843471.636987
"332",15,"13_4","ev_pop_1","pfu","large_deletion","DUP",1058375000,612471585.022263
"333",15,"13_5","ev_pop_1","cfu","spacer_mutation","NO",4517777777.77778,1366080158.8446
"334",15,"13_5","ev_pop_1","pfu","spacer_mutation","NO",1837444444.45556,1416234894.97688
"335",15,"13_6","ev_pop_1","cfu","spacer_mutation","NO",4629259259.33333,889497014.219619
"336",15,"13_6","ev_pop_1","pfu","spacer_mutation","NO",1863333333.34444,1214138926.69013
"337",15,"14_1","ev_pop_2","cfu","large_deletion","DEL",3041250000,1188690005.24587
"338",15,"14_1","ev_pop_2","pfu","large_deletion","DEL",1018571428.57143,527425147.024946
"339",15,"14_2","ev_pop_2","cfu","cas_mutation","NO",3815555555.55556,1474246511.87574
"340",15,"14_2","ev_pop_2","pfu","cas_mutation","NO",1074111111.11111,485207801.989118
"341",15,"14_3","ev_pop_2","cfu","large_deletion","DUP",3888888888.88889,623166198.626908
"342",15,"14_3","ev_pop_2","pfu","large_deletion","DUP",1352857142.85714,635704446.151781
"343",15,"14_4","ev_pop_2","cfu","spacer_deletion","NO",3.74e+09,761807062.188321
"344",15,"14_4","ev_pop_2","pfu","spacer_deletion","NO",1147777777.77778,581110096.663657
"345",15,"14_5","ev_pop_2","cfu","spacer_mutation","NO",3257777777.77778,777621015.948286
"346",15,"14_5","ev_pop_2","pfu","spacer_mutation","NO",1478888888.88889,974183432.98945
"347",15,"14_6","ev_pop_2","cfu","large_deletion","DUP",3.48e+09,1155530181.34534
"348",15,"14_6","ev_pop_2","pfu","large_deletion","DUP",807500000,349020261.384841
"349",15,"15_1","ev_pop_3","cfu","cas_mutation","NO",4665925926,1958104084.42411
"350",15,"15_1","ev_pop_3","pfu","cas_mutation","NO",903416666.6625,273378669.294862
"351",15,"15_2","ev_pop_3","cfu","spacer_deletion","NO",4297037037.11111,1975171191.28432
"352",15,"15_2","ev_pop_3","pfu","spacer_deletion","NO",1017777777.76667,223817882.330082
"353",15,"15_3","ev_pop_3","cfu","cas_mutation","NO",3110740740.77778,971017189.707176
"354",15,"15_3","ev_pop_3","pfu","cas_mutation","NO",1111851851.81111,601720037.12229
"355",15,"15_4","ev_pop_3","cfu","large_deletion","DEL",3925185185.11111,1102061340.22998
"356",15,"15_4","ev_pop_3","pfu","large_deletion","DEL",1284238095.14286,589953692.909409
"357",15,"15_5","ev_pop_3","cfu","large_deletion","DEL",3999629629.66667,1386043975.23677
"358",15,"15_5","ev_pop_3","pfu","large_deletion","DEL",905238095.242857,418913352.404463
"359",15,"15_6","ev_pop_3","cfu","cas_deletion","NO",3703703703.66667,1655921566.51814
"360",15,"15_6","ev_pop_3","pfu","cas_deletion","NO",1.11e+09,583224751.802901
"361",18,"13_1","ev_pop_1","cfu","spacer_deletion","NO",4290833333.375,1795541877.86825
"362",18,"13_1","ev_pop_1","pfu","spacer_deletion","NO",2470888888.88889,3155460126.68693
"363",18,"13_2","ev_pop_1","cfu","spacer_deletion","NO",5369629629.55556,789633256.005988
"364",18,"13_2","ev_pop_1","pfu","spacer_deletion","NO",2274666666.66667,2763308252.80134
"365",18,"13_3","ev_pop_1","cfu","large_deletion","DEL",4629629629.44444,1218201593.94778
"366",18,"13_3","ev_pop_1","pfu","large_deletion","DEL",1866666666.66667,2106916672.92911
"367",18,"13_4","ev_pop_1","cfu","large_deletion","DUP",5778148148.33333,1178945045.24453
"368",18,"13_4","ev_pop_1","pfu","large_deletion","DUP",2.067e+09,2541504623.24978
"369",18,"13_5","ev_pop_1","cfu","spacer_mutation","NO",5629629629.55556,2251199954.4084
"370",18,"13_5","ev_pop_1","pfu","spacer_mutation","NO",2822222222.22222,3007256049.03281
"371",18,"13_6","ev_pop_1","cfu","spacer_mutation","NO",4999999999.88889,1434109285.95263
"372",18,"13_6","ev_pop_1","pfu","spacer_mutation","NO",2359333333.33333,2205240746.49459
"373",18,"14_1","ev_pop_2","cfu","large_deletion","DEL",5258888888.88889,1664297482.75695
"374",18,"14_1","ev_pop_2","pfu","large_deletion","DEL",1003666666.66667,542006457.526107
"375",18,"14_2","ev_pop_2","cfu","cas_mutation","NO",4962222222.22222,1687555760.39562
"376",18,"14_2","ev_pop_2","pfu","cas_mutation","NO",1125744444.44444,781480078.298723
"377",18,"14_3","ev_pop_2","cfu","large_deletion","DUP",5407777777.77778,1151398907.60954
"378",18,"14_3","ev_pop_2","pfu","large_deletion","DUP",1192966666.66667,563762325.807605
"379",18,"14_4","ev_pop_2","cfu","spacer_deletion","NO",5777777777.77778,1166670238.08977
"380",18,"14_4","ev_pop_2","pfu","spacer_deletion","NO",1559255555.55556,859884287.435105
"381",18,"14_5","ev_pop_2","cfu","spacer_mutation","NO",5112222222.22222,1864509169.84724
"382",18,"14_5","ev_pop_2","pfu","spacer_mutation","NO",1230077777.77778,751740051.11105
"383",18,"14_6","ev_pop_2","cfu","large_deletion","DUP",5631111111.11111,1428569603.17344
"384",18,"14_6","ev_pop_2","pfu","large_deletion","DUP",1.27e+09,892775027.652544
"385",18,"15_1","ev_pop_3","cfu","cas_mutation","NO",5999629629.66667,1333440041.96378
"386",18,"15_1","ev_pop_3","pfu","cas_mutation","NO",1457125000,532337550.673577
"387",18,"15_2","ev_pop_3","cfu","spacer_deletion","NO",5542499999.875,906154880.151107
"388",18,"15_2","ev_pop_3","pfu","spacer_deletion","NO",2251625000,1294381698.78242
"389",18,"15_3","ev_pop_3","cfu","cas_mutation","NO",5629259259.22222,734914541.019445
"390",18,"15_3","ev_pop_3","pfu","cas_mutation","NO",2143285714.28571,1151945703.91226
"391",18,"15_4","ev_pop_3","cfu","large_deletion","DEL",5703333333.22222,1475031073.06564
"392",18,"15_4","ev_pop_3","pfu","large_deletion","DEL",1500875000,960302100.903669
"393",18,"15_5","ev_pop_3","cfu","large_deletion","DEL",6185185185.22222,818555827.010045
"394",18,"15_5","ev_pop_3","pfu","large_deletion","DEL",1815222222.22222,580312798.794275
"395",18,"15_6","ev_pop_3","cfu","cas_deletion","NO",6297777777.77778,806725204.401515
"396",18,"15_6","ev_pop_3","pfu","cas_deletion","NO",1813666666.66667,958573680.005872
