"","time","sample_id","group","type","mutation_type","mean_amount","sd_amount"
"474",15,"Lys2_3","anc_pop_2","pfu","ancestral",4442962962.88889,1280446367.93952
"475",15,"Lys2_4","anc_pop_2","cfu","ancestral",3444481481.55556,1154721793.25494
"476",15,"Lys2_4","anc_pop_2","pfu","ancestral",5518888888.77778,800621286.454568
"477",15,"Lys2_5","anc_pop_2","cfu","ancestral",2111444444.55556,1312250463.16747
"478",15,"Lys2_5","anc_pop_2","pfu","ancestral",3924074074.11111,1090065973.7298
"479",15,"Lys2_6","anc_pop_2","cfu","ancestral",2555185185.22222,898715304.019601
"480",15,"Lys2_6","anc_pop_2","pfu","ancestral",5371481481.44444,1195144239.37989
"481",18,"13_1","ev_pop_1","cfu","spacer
deletion",4290833333.375,1795541877.86825
"482",18,"13_1","ev_pop_1","pfu","spacer
deletion",2470888888.88889,3155460126.68693
"483",18,"13_2","ev_pop_1","cfu","spacer
deletion",5369629629.55556,789633256.005988
"484",18,"13_2","ev_pop_1","pfu","spacer
deletion",2274666666.66667,2763308252.80134
"485",18,"13_3","ev_pop_1","cfu","large
deletion",4629629629.44444,1218201593.94778
"486",18,"13_3","ev_pop_1","pfu","large
deletion",1866666666.66667,2106916672.92911
"487",18,"13_4","ev_pop_1","cfu","large
deletion",5778148148.33333,1178945045.24453
"488",18,"13_4","ev_pop_1","pfu","large
deletion",2.067e+09,2541504623.24978
"489",18,"13_5","ev_pop_1","cfu","spacer
mutation",5629629629.55556,2251199954.4084
"490",18,"13_5","ev_pop_1","pfu","spacer
mutation",2822222222.22222,3007256049.03281
"491",18,"13_6","ev_pop_1","cfu","spacer
mutation",4999999999.88889,1434109285.95263
"492",18,"13_6","ev_pop_1","pfu","spacer
mutation",2359333333.33333,2205240746.49459
"493",18,"14_1","ev_pop_2","cfu","large
deletion",5258888888.88889,1664297482.75695
"494",18,"14_1","ev_pop_2","pfu","large
deletion",1003666666.66667,542006457.526107
"495",18,"14_2","ev_pop_2","cfu","cas
mutation",4962222222.22222,1687555760.39562
"496",18,"14_2","ev_pop_2","pfu","cas
mutation",1125744444.44444,781480078.298723
"497",18,"14_3","ev_pop_2","cfu","large
deletion",5407777777.77778,1151398907.60954
"498",18,"14_3","ev_pop_2","pfu","large
deletion",1192966666.66667,563762325.807605
"499",18,"14_4","ev_pop_2","cfu","spacer
deletion",5777777777.77778,1166670238.08977
"500",18,"14_4","ev_pop_2","pfu","spacer
deletion",1559255555.55556,859884287.435105
"501",18,"14_5","ev_pop_2","cfu","spacer
mutation",5112222222.22222,1864509169.84724
"502",18,"14_5","ev_pop_2","pfu","spacer
mutation",1230077777.77778,751740051.11105
"503",18,"14_6","ev_pop_2","cfu","large
deletion",5631111111.11111,1428569603.17344
"504",18,"14_6","ev_pop_2","pfu","large
deletion",1.27e+09,892775027.652544
"505",18,"15_1","ev_pop_3","cfu","cas
mutation",5999629629.66667,1333440041.96378
"506",18,"15_1","ev_pop_3","pfu","cas
mutation",1457125000,532337550.673577
"507",18,"15_2","ev_pop_3","cfu","spacer
deletion",5542499999.875,906154880.151107
"508",18,"15_2","ev_pop_3","pfu","spacer
deletion",2251625000,1294381698.78242
"509",18,"15_3","ev_pop_3","cfu","cas
mutation",5629259259.22222,734914541.019445
"510",18,"15_3","ev_pop_3","pfu","cas
mutation",2143285714.28571,1151945703.91226
"511",18,"15_4","ev_pop_3","cfu","large
deletion",5703333333.22222,1475031073.06564
"512",18,"15_4","ev_pop_3","pfu","large
deletion",1500875000,960302100.903669
"513",18,"15_5","ev_pop_3","cfu","large
deletion",6185185185.22222,818555827.010045
"514",18,"15_5","ev_pop_3","pfu","large
deletion",1815222222.22222,580312798.794275
"515",18,"15_6","ev_pop_3","cfu","cas
deletion",6297777777.77778,806725204.401515
"516",18,"15_6","ev_pop_3","pfu","cas
deletion",1813666666.66667,958573680.005872
"517",18,"Lys2_1","anc_pop_2","cfu","ancestral",4554814814.77778,2373484376.77591
"518",18,"Lys2_1","anc_pop_2","pfu","ancestral",15888888888.8889,12676586137.8808
"519",18,"Lys2_2","anc_pop_2","cfu","ancestral",4890000000.11111,3172670186.22848
"520",18,"Lys2_2","anc_pop_2","pfu","ancestral",27417777777.7778,21906668378.4743
"521",18,"Lys2_3","anc_pop_2","cfu","ancestral",5037777777.77778,2282617284.25702
"522",18,"Lys2_3","anc_pop_2","pfu","ancestral",26073333333.3333,23263032368.9755
"523",18,"Lys2_4","anc_pop_2","cfu","ancestral",6704444444.44444,1768256360.23174
"524",18,"Lys2_4","anc_pop_2","pfu","ancestral",35033333333.3333,23811866789.4812
"525",18,"Lys2_5","anc_pop_2","cfu","ancestral",5851111111.11111,1312570633.07296
"526",18,"Lys2_5","anc_pop_2","pfu","ancestral",13466666666.6667,9290691578.13346
"527",18,"Lys2_6","anc_pop_2","cfu","ancestral",7036666666.55556,1735060037.38848
"528",18,"Lys2_6","anc_pop_2","pfu","ancestral",30374444444.4444,17815151634.9926
